data,trip_creation_time,route_type,trip_uuid,source_name,destination_name,start_scan_to_end_scan,od_time_diff_hour,actual_distance_to_destination,actual_time,osrm_time,osrm_distance,segment_actual_time_sum,segment_osrm_distance_sum,segment_osrm_time_sum,hour,day,weekday,week,month,source_state,destination_state,source_city,source_place,destination_city,destination_place
1,2018-09-12 01:33:48.711350,0,trip-153671602871109556,junagadh_dpc (gujarat),una_mamlatdr_dc (gujarat),0.33783783783783783,0.33864723517688383,0.5471203979925209,0.4826302729528536,0.5486486486486486,0.5416586341881651,0.4769038701622972,0.517397029378019,0.5199004975124377,1,12,2,37,9,Gujarat,Gujarat,Junagadh,Dpc,Una,Mamlatdr
1,2018-09-12 01:40:39.602254,1,trip-153671643960185339,gundlupet_swamylyt_d (karnataka),malavalli_sulthnrd_d (karnataka),0.4496996996996997,0.45011482483068965,0.37126646622344306,0.36724565756823824,0.4756756756756757,0.42686329293766884,0.36704119850187267,0.374938371321296,0.47512437810945274,1,12,2,37,9,Karnataka,Karnataka,Gundlupet,Swamylyt,Malavalli,Sulthnrd
1,2018-09-12 01:40:52.720388,0,trip-153671645272011824,bhiwandi_mankoli_hb (maharashtra),mumbai_jogeshwri_l (maharashtra),0.1906906906906907,0.1902126975697213,0.03777555733103348,0.10794044665012408,0.062162162162162166,0.05432706315860822,0.10861423220973783,0.0513768299477189,0.05472636815920398,1,12,2,37,9,Maharashtra,Maharashtra,Mumbai,Mankoli,Mumbai,Jogeshwri
1,2018-09-12 01:42:39.014985,1,trip-153671655901475301,mysore_yadvgiri_ip (karnataka),hdkote_begurrd_d (karnataka),0.5840840840840841,0.5839942185781342,0.40285145516291865,0.4106699751861042,0.48918918918918924,0.4491064362819792,0.40823970037453183,0.4255116611137554,0.4502487562189055,1,12,2,37,9,Karnataka,Karnataka,Mysore,Yadvgiri,Hdkote,Begurrd
1,2018-09-12 01:45:48.183280,1,trip-153671674818301757,mehsana_panchot_ip (gujarat),radhanpur_santalpr_d (gujarat),0.13288288288288289,0.13337206181903913,0.26691936769005675,0.18734491315136476,0.3486486486486487,0.28283347109584134,0.18726591760299627,0.26136657601779156,0.3383084577114428,1,12,2,37,9,Gujarat,Gujarat,Mehsana,Panchot,Radhanpur,Santalpr
1,2018-09-12 01:51:08.773194,0,trip-153671706877291618,bhopal_old city (madhya pradesh),bhopal_trnsport_h (madhya pradesh),0.02927927927927928,0.02900651667265519,0.01180324179348655,0.04094292803970223,0.01891891891891892,0.011231825692135565,0.039950062421972535,0.010621672857803775,0.014925373134328358,1,12,2,37,9,Madhya Pradesh,Madhya Pradesh,Bhopal,Old City,Bhopal,Trnsport
1,2018-09-12 01:52:59.179033,1,trip-153671717917876174,gurgaon_bilaspur_hb (haryana),jaipur_hub (rajasthan),0.3836336336336337,0.3831993061753765,0.5130319006784355,0.43672456575682383,0.43783783783783786,0.4663771453319636,0.43445692883895126,0.5166484321393585,0.5,1,12,2,37,9,Haryana,Rajasthan,Gurgaon,Bilaspur,Jaipur,Hub
1,2018-09-12 01:55:53.993301,0,trip-153671735399307935,gurgaon_bilaspur_hb (haryana),sonipat_kundli_h (haryana),0.29054054054054057,0.2904032282676722,0.1679544832510011,0.28287841191067,0.25405405405405407,0.2528569215317078,0.28214731585518105,0.23254131592863833,0.24129353233830847,1,12,2,37,9,Haryana,Haryana,Gurgaon,Bilaspur,Sonipat,Kundli
1,2018-09-12 01:55:56.813516,1,trip-153671735681324192,himmatnagar_dc (gujarat),himmatnagar_dc (gujarat),0.3851351351351351,0.3852750393573951,0.6588066575248979,0.4851116625310174,0.791891891891892,0.6912632161779839,0.48189762796504365,0.6603272808022166,0.7611940298507462,1,12,2,37,9,Gujarat,Gujarat,Himmatnagar,Dc,Himmatnagar,Dc
1,2018-09-12 01:58:42.400450,1,trip-153671752240019144,jamshedpur_central_i_3 (jharkhand),ranchi_hub (jharkhand),0.22822822822822822,0.2276141711252651,0.2532063308580321,0.3213399503722084,0.21891891891891893,0.24457796697749062,0.32209737827715357,0.23194922275544141,0.19900497512437812,1,12,2,37,9,Jharkhand,Jharkhand,Jamshedpur,Central,Ranchi,Hub
1,2018-09-12 02:06:51.975425,0,trip-153671801197508215,delhi_airport_h (delhi),delhi_rohini_dpc (delhi),0.14714714714714713,0.14720460973357322,0.023864265215478974,0.04838709677419355,0.04864864864864865,0.0285610728046246,0.04744069912609238,0.027010270787413155,0.04477611940298507,2,12,2,37,9,Delhi,Delhi,New Delhi,Airport,New Delhi,Rohini
1,2018-09-12 02:07:11.005993,1,trip-153671803100571827,pondicherry_vasanthm_i (pondicherry),thiruvarur_bypasrd_d (tamil nadu),0.5382882882882883,0.5393693437023166,0.7556656297922307,0.7270471464019851,0.6972972972972973,0.6981539823928071,0.7290886392009988,0.6602407040851516,0.6293532338308457,2,12,2,37,9,Pondicherry,Tamil Nadu,Pondicherry,Vasanthm,Thiruvarur,Bypasrd
